system time,modelled battery use microAh,fuel gauge consumption microAh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1607659785428,7538.0,7538,14.8,99.735,-2147483648,253,-2147483648,253,3990.0,100.0,9864.0,0,0.0,86545,27.171424865722656,3803,0,272,98032125963,9.8054926904E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607659846495,4560.0,4560,6.5,57.182,-2147483648,259,-2147483648,259,4046.0,99.5,5616.0,2.15552840017510138892475879401899874210357666015625,0.21426217834633482,48087,27.847450256347656,2107,0,193,55541103084,5.55740809E10,8,7,1,0.0169581368923734,0.0,0.279284729557606,0.0,0.07090139670696946,0.0,1.6513255321250078,0.0,2.654634538839451,0.43661971830985913,0.03055937310318325,0.5510204081632653,10.38503509400112,0.5121951219512195,
1607659975019,9793.0,9793,13.499999999999996,124.476,-2147483648,260,-2147483648,260,4057.0,99.0,12330.0,1.8014230522352552288367633082089014351367950439453125,0.08326214128974944,105728,28.24402618408203,4651,0,305,122799392597,1.22835532862E11,8,7,1,0.008919731152852826,0.0,0.126519731916505,0.0,0.030152294345367595,0.0,0.7232886006355307,0.0,1.5048291787265324,0.28169014084507044,0.01790032048790079,0.08163265306122448,10.198351508382096,0.21951219512195122,
1607659978630,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,261,-2147483648,261,4054.0,99.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607659982006,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,261,-2147483648,261,4054.0,99.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607660068833,6631.0,6631,9.700000000000003,83.042,-2147483648,261,-2147483648,261,4054.0,98.5,8196.0,1.245563555435968083884290535934269428253173828125,0.10782364670852393,70535,28.10956573486328,3099,0,231,81439287434,8.1471561762E10,8,7,1,0.006838529996187481,0.0,0.10629269429973838,0.0,0.02546903770716656,0.0,0.6418092184777239,0.0,1.103815124457963,0.2535211267605634,0.013428484654464527,0.30612244897959184,6.821291798458533,0.1951219512195122,
1607660072612,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,262,-2147483648,262,4022.0,98.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607660168907,7377.0,7377,10.399999999999999,92.485,-2147483648,262,-2147483648,262,4022.0,98.0,9141.0,0.62431514770288643045859089397708885371685028076171875,0.061693205524836425,78542,28.28472137451172,3451,0,251,90882527126,9.0916691921E10,8,7,1,0.003219707973273389,0.0,0.0487396978947133,0.0,0.011617334744722105,0.0,0.21057399085658446,0.0,0.5267539930457369,0.028169014084507043,0.006322013821909396,0.30612244897959184,3.5629792955832653,0.0975609756097561,
1607660273673,8119.0,8119,66.0,100.822,-2147483648,263,-2147483648,263,4018.0,98.0,9982.0,0,0.0,86545,27.52892303466797,3803,0,272,99224326134,9.9248050773E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607660277286,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,263,-2147483648,263,4009.0,97.5,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
