system time,modelled battery use nWh,fuel gauge consumption nWh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1606405361827,2.4122816E7,24122816,17.3,31.892,-2147483648,27500,-2147483648,27500,4204.0,100.0,3113.0,0,0.0,86545,12.580001831054688,3803,0,272,30665419975,3.0685666561E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1606405425959,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28100,-2147483648,28100,4204.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405428493,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28100,-2147483648,28100,4204.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405454668,1.8280664E7,18280664,23.400000000000002,23.582,-2147483648,28200,-2147483648,28200,4204.0,100.0,2295.0,1.601473036566726904084134730510413646697998046875,0.12668845326814043,63325,13.337539672851563,2779,0,225,22420373821,2.2446385574E10,8,7,1,0.009699713469986014,0.0,0.15373257316696784,0.0,0.03711654860533581,0.0,0.8799552205164551,0.0,1.5562586948772303,0.2676056338028169,0.019027522643124142,0.32653061224489793,8.55452098268799,0.2926829268292683,
1606405460369,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28200,-2147483648,28200,4204.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405488852,2.0006522E7,20006522,8.5,25.89,-2147483648,28400,-2147483648,28400,4204.0,100.0,2526.0,1.2646775008228969827683840776444412767887115478515625,0.11073909860356765,69812,13.3826904296875,3067,0,230,24744943137,2.4767372803E10,8,7,1,0.006939364168766935,0.0,0.10793807200113126,0.0,0.025869833341881105,0.0,0.6495668836978582,0.0,1.119749371448929,0.2535211267605634,0.013541340386447762,0.32653061224489793,6.929137640715265,0.1951219512195122,
1606405494556,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28500,-2147483648,28500,4204.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405499384,2004631.0,2004631,2.5999999999999943,2.1859999,-2147483648,28500,-2147483648,28500,4204.0,100.0,161.0,1.9878960749355256698578386931330896914005279541015625,0.39783950091790166,2904,13.152786254882813,1,121,122,1072032025,1.091654776E9,8,7,1,1.0101058418585145,0.0,3.3294216946765336,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,1.346121071377956,0.9436619718309859,0.03821258935743263,0.9387755102040817,2.5437472042736453,0.9024390243902439,
1606405533466,2.3974994E7,23974994,8.400000000000006,31.425999,-2147483648,28700,-2147483648,28700,4204.0,100.0,3077.0,0.327574016145208035677427460541366599500179290771484375,0.008980713549590224,85453,13.5263671875,3755,0,269,30269621270,3.0291617104E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2670800008678323,0.014084507042253521,0.003297084180300872,0.0,1.888575795280511,0.04878048780487805,
1606405567803,2.4202855E7,24202855,68.6,31.675999,-2147483648,28700,-2147483648,28700,4204.0,99.5,3110.0,0,0.0,86545,12.632156372070313,3803,0,272,30585223803,3.0600017472E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1606405573600,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28700,-2147483648,28700,4204.0,99.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405596671,1.5823628E7,15823628,7.1000000000000085,20.529001,-2147483648,28800,-2147483648,28800,4204.0,99.0,1988.0,2.06880503505565105371033496339805424213409423828125,0.1801510907155226,54604,13.340240478515625,2395,0,204,19372832933,1.9393756435E10,8,7,1,0.015303330144992492,0.0,0.24864076545629973,0.0,0.06272188724778167,0.0,1.4385931337878315,0.0,2.3996672723405634,0.4507042253521127,0.03022845912591126,0.3469387755102041,10.286480397286176,0.4634146341463415,
1606405623068,1.8462171E7,18462171,6.3999999999999915,23.778,-2147483648,28900,-2147483648,28900,4204.0,99.0,2318.0,0.188592224579185729904651225297129712998867034912109375,0.17169217394962108,63977,13.385101318359375,2811,0,210,22639987010,2.2662866262E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2664276762955693,0.30985915492957744,0.003145929901419086,0.42857142857142855,0.9165067331694994,0.4634146341463415,
1606405657085,2.4058111E7,24058111,8.400000000000006,31.378,-2147483648,29000,-2147483648,29000,4204.0,99.0,3078.0,0.327574016145208035677427460541366599500179290771484375,0.008980713549590224,85453,13.580795288085938,3755,0,269,30236578265,3.0261294018E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2670800008678323,0.014084507042253521,0.003297084180300872,0.0,1.888575795280511,0.04878048780487805,
1606405683675,1.8623077E7,18623077,6.5,23.921,-2147483648,29100,-2147483648,29100,4204.0,99.0,2330.0,0.1967201625348991012032229264150373637676239013671875,0.1682078533921298,64341,13.384674072265625,2827,0,211,22781294023,2.2801615439E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2664276762955693,0.30985915492957744,0.003145929901419086,0.42857142857142855,0.9734022988594931,0.43902439024390244,
1606405710107,1.8180853E7,18180853,6.0,23.779,-2147483648,29100,-2147483648,29100,4204.0,99.0,2315.0,0.188592224579185729904651225297129712998867034912109375,0.17169217394962108,63977,13.473846435546875,2811,0,210,22648507759,2.2672039264E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2664276762955693,0.30985915492957744,0.003145929901419086,0.42857142857142855,0.9165067331694994,0.4634146341463415,
1606405714976,1801515.0,1801515,2.0,2.181,-2147483648,29200,-2147483648,29200,4204.0,99.0,160.0,1.4572913969626311025962195344618521630764007568359375,0.40883228690209955,2804,13.345108032226563,1,117,118,1038563267,1.066027356E9,8,7,1,0.9651893523398176,0.0,2.16008541626014,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.5002469107683888,0.971830985915493,0.03811860305578272,0.9387755102040817,0.8897353733096897,0.9512195121951219,
1606405720630,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,29200,-2147483648,29200,4204.0,99.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606405725346,1941405.0,1941405,2.0,2.151,-2147483648,29100,-2147483648,29100,4204.0,99.0,159.0,2.05414334230634576528018442331813275814056396484375,0.40883228690209955,2804,13.349273681640625,1,117,118,1032961269,1.052300354E9,8,7,1,1.1246093760127942,0.0,6.178477067470101,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.5002469107683888,0.971830985915493,0.03827054557884644,0.9387755102040817,0.8897353733096897,0.9512195121951219,
1606405778991,3.9188447E7,39188447,13.0,50.989,-2147483648,29300,-2147483648,29300,4204.0,99.0,5033.0,13.2904397922073425064581897458992898464202880859375,0.28670179363888654,140957,9.099700927734375,6203,0,388,49854774641,4.9882983643E10,8,7,1,0.0835925255092192,0.0,0.8695189846131423,0.0,0.20499122962346997,0.0,2.3466346851942657,0.0,16.430627785852955,1.0422535211267605,0.14741131433747623,0.30612244897959184,72.95030202032088,0.6585365853658537,
1606405805699,1.8537118E7,18537118,7.0,24.047,-2147483648,29300,-2147483648,29300,4204.0,99.0,2344.0,0.2048609281169265494693121354430331848561763763427734375,0.1647235328346385,64705,13.545013427734375,2843,0,212,22907620452,2.2929776538E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2664276762955693,0.30985915492957744,0.003145929901419086,0.42857142857142855,1.0303876579336853,0.4146341463414634,
1606405832105,1.8397643E7,18397643,6.0,23.789999,-2147483648,29300,-2147483648,29300,4204.0,99.0,2321.0,0.188592224579185729904651225297129712998867034912109375,0.17169217394962108,63977,8.57403564453125,2811,0,210,22659034011,2.2680615261E10,8,7,1,0.0016235165208920597,0.0,0.02434171595338843,0.0,0.00580894975065224,0.0,0.10229105046287952,0.0,0.2664276762955693,0.30985915492957744,0.003145929901419086,0.42857142857142855,0.9165067331694994,0.4634146341463415,
1606405836931,1933886.0,1933886,1.0,2.1859999,-2147483648,29400,-2147483648,29400,4204.0,98.0,164.0,35.49204888286771364391825045458972454071044921875,0.4033358939100006,2902,13.477081298828125,3,117,120,1066319355,1.091269608E9,8,7,1,17.92862037170054,0.0,222.2800807655181,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.9023290653431498,0.9577464788732394,0.03779390867135012,0.9387755102040817,1.6478539458362473,0.926829268292683,
1606405859995,1.5869625E7,15869625,6.0,20.414999,-2147483648,29400,-2147483648,29400,4204.0,98.0,1985.0,0.84980782740075666570334078642190434038639068603515625,0.19806544593594416,54589,13.550674438476563,2395,0,201,19305556676,1.9333400594E10,8,7,1,0.008454632486937041,0.0,0.13288249099668092,0.0,0.03196698560811553,0.0,0.7713810129449179,0.0,1.3571611597971898,0.352112676056338,0.016220925304841004,0.4489795918367347,3.630587584666615,0.5853658536585366,
