system time,modelled battery use nWh,fuel gauge consumption nWh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1607741655796,2.4266139E7,24266139,19.7,31.984001,-2147483648,27700,-2147483648,27700,4103.0,100.0,3121.0,0,0.0,86545,10.633193969726563,3803,0,272,30718666564,3.0735270651E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607741690278,2.433641E7,24336410,8.5,31.876,-2147483648,28100,-2147483648,28100,4103.0,100.0,3119.0,0,0.0,86545,10.64508056640625,3803,0,272,30678663062,3.0694947647E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607741724890,2.4463749E7,24463749,36.8,31.790998,-2147483648,28500,-2147483648,28500,4103.0,100.0,3113.0,0,0.0,86545,10.59619140625,3803,0,272,30619109554,3.0635175308E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607741727533,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28300,-2147483648,28300,4103.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607741755891,1.9861778E7,19861778,7.700000000000003,25.815,-2147483648,28700,-2147483648,28700,4103.0,100.0,2512.0,1.3826063354667976756928737813723273575305938720703125,0.11422341916105894,69448,11.40924072265625,3051,0,229,24618796706,2.463978904E10,8,7,1,0.00776568301347878,0.0,0.12149511748243387,0.0,0.029181906576782577,0.0,0.7148462124330343,0.0,1.2500954897380794,0.2535211267605634,0.015176748062454608,0.32653061224489793,7.539683190961321,0.21951219512195122,
1607741761605,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28700,-2147483648,28700,4103.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607741782262,1.4083798E7,14083798,6.5,18.071001,-2147483648,28900,-2147483648,28900,4103.0,100.0,1745.0,2.152322648624742651435326479258947074413299560546875,0.2136933096838873,47728,11.352890014648438,2091,0,193,16921634272,1.6943956524E10,8,7,1,0.016362971731187625,0.0,0.26797172578066436,0.0,0.06792945828605092,0.0,1.571535426287406,0.0,2.56339552600432,0.43661971830985913,0.028395201284398004,0.5714285714285714,10.550668230999172,0.4878048780487805,
1607741787206,2177080.0,2177080,1.2999999999999972,2.228,-2147483648,28900,-2147483648,28900,4103.0,100.0,164.0,3.261035574850614349173838490969501435756683349609375,0.39783950091790166,2904,11.24652099609375,1,121,122,1069882025,1.088486776E9,8,7,1,1.3899998980933723,0.0,11.861397655919452,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,1.346121071377956,0.9436619718309859,0.03831907128527993,0.9387755102040817,2.5437472042736453,0.9024390243902439,
1607741792904,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28900,-2147483648,28900,4103.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1607741798595,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,28900,-2147483648,28900,4103.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
