system time,modelled battery use microAh,fuel gauge consumption microAh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1607659703038,3022.0,3022,7.08,45.037003,-2147483648,247,-2147483648,247,4240.0,100.0,4284.0,0,0.0,86545,9.902816772460938,3803,0,272,39983234660,4.0023300862E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607659743076,2375.0,2375,4.119999999999999,35.016,-2147483648,251,-2147483648,251,4215.0,100.0,3302.0,0.000007864228098263861867493924873162569610940408892929553985595703125,0.1667646496199697,64705,10.325416564941406,2843,0,212,30313650938,3.0361450108E10,8,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6497072018544162E-5,0.29577464788732394,3.8552524669302876E-5,0.40816326530612246,0.0,0.4634146341463415,
1607659792587,3025.0,3025,16.1,44.266,-2147483648,253,-2147483648,253,4208.0,100.0,4247.0,0,0.0,86545,9.903472900390625,3803,0,272,39621571710,3.9658732649E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1607659832290,2326.0,2326,4.0,34.657,-2147483648,256,-2147483648,256,4189.0,100.0,3278.0,0.000007864228098263861867493924873162569610940408892929553985595703125,0.15979600850498712,65433,10.325057983398438,2875,0,214,29974089913,3.0024615856E10,8,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6497072018544162E-5,0.29577464788732394,3.8552524669302876E-5,0.40816326530612246,0.0,0.4146341463414634,
1607659872273,2355.0,2355,4.099999999999998,34.903,-2147483648,256,-2147483648,256,4189.0,100.0,3298.0,0.000007864228098263861867493924873162569610940408892929553985595703125,0.1667646496199697,64705,10.342979431152344,2843,0,212,30221812541,3.0272079892E10,8,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6497072018544162E-5,0.29577464788732394,3.8552524669302876E-5,0.40816326530612246,0.0,0.4634146341463415,
1607659883331,383.0,383,1.1000000000000014,5.98,-2147483648,256,-2147483648,256,4199.0,100.0,422.0,1.2489337359519094849957809856277890503406524658203125,0.4117477387971432,2989,10.539878845214844,0,117,117,1318592423,1.360581387E9,8,7,1,0.952794246835695,0.0,0.7321568609989577,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.5002469107683888,0.971830985915493,0.019938636746036156,0.9591836734693877,0.8897353733096897,0.9512195121951219,
1607659894333,390.0,390,1.1999999999999993,5.9280005,-2147483648,256,-2147483648,256,4199.0,100.0,427.0,1.121877297917710070151997570064850151538848876953125,0.4172441317892422,2935,10.514228820800781,0,115,115,1344057740,1.388739411E9,8,7,1,0.952794246835695,0.0,0.7321568609989577,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.18224864859074302,0.9859154929577465,0.019938636746036156,0.9591836734693877,0.31833856924793846,0.975609756097561,
1607659940407,2772.0,2772,4.699999999999999,41.019,-2147483648,256,-2147483648,256,4199.0,100.0,3905.0,0.6507686414399334040581379667855799198150634765625,0.11423443598374719,78816,10.775520324707031,3467,0,234,36281755229,3.6338574298E10,8,7,1,0.004847438281996433,0.0,0.07026239871723737,0.0,0.016618318800390216,0.0,0.2689769511644967,0.0,0.808944756464567,0.07042253521126761,0.008945299655342465,0.3877551020408163,3.376785326995504,0.34146341463414637,
1607659980176,2363.0,2363,4.0000000000000036,34.705,-2147483648,258,-2147483648,258,4194.0,100.0,3286.0,0.000007864228098263861867493924873162569610940408892929553985595703125,0.15979600850498712,65433,10.370712280273438,2875,0,214,30021361219,3.007244206E10,8,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6497072018544162E-5,0.29577464788732394,3.8552524669302876E-5,0.40816326530612246,0.0,0.4146341463414634,
1607659986154,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,258,-2147483648,258,4173.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
