system time,modelled battery use microAh,fuel gauge consumption microAh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1608532134485,3164.0,3164,8.96,77.105995,-2147483648,263,-2147483648,263,4321.0,100.0,7587.0,0,0.0,86545,5.8713226318359375,3803,0,272,73197267762,7.3229874586E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1608532140156,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,265,-2147483648,265,4330.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1608532151710,290.0,290,0.9899999999999984,6.357,-2147483648,265,-2147483648,265,4330.0,100.0,528.0,1.121877297917710070151997570064850151538848876953125,0.4172441317892422,2935,6.584358215332031,0,115,115,2523660723,2.561553901E9,8,7,1,0.952794246835695,0.0,0.7321568609989577,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,0.18224864859074302,0.9859154929577465,0.019938636746036156,0.9591836734693877,0.31833856924793846,0.975609756097561,
1608532224719,2921.0,2921,3.950000000000001,67.766,-2147483648,265,-2147483648,265,4330.0,100.0,6661.0,1.0348363117699950208816517260856926441192626953125,0.06935390341050784,75626,6.662452697753906,3323,0,244,63829232973,6.3882061312E10,8,7,1,0.005557787102556946,0.0,0.08558696711383443,0.0,0.020437477543860338,0.0,0.5469702941950574,0.0,0.9006724483185947,0.2535211267605634,0.011302200913521165,0.061224489795918366,5.67332700720254,0.17073170731707318,
1608532303993,3083.0,3083,4.299999999999999,73.984,-2147483648,266,-2147483648,266,4324.0,100.0,7283.0,0.92318500225997024433155502265435643494129180908203125,0.034785116873465784,81450,4.6274261474609375,3579,0,260,70093799951,7.0142836102E10,8,7,1,0.00483290408616629,0.0,0.07402423475122619,0.0,0.017637925985837355,0.0,0.49620510271344015,0.0,0.7861956498340221,0.056338028169014086,0.00982912975278905,0.04081632653061224,5.073570068696311,0.14634146341463414,
1608532386849,3253.0,3253,22.6,77.615,-2147483648,268,-2147483648,268,4320.0,100.0,7645.0,0,0.0,86545,6.007011413574219,3803,0,272,73776004954,7.3808734437E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1608532445525,2242.0,2242,3.1999999999999993,53.278,-2147483648,267,-2147483648,267,4321.0,100.0,5214.0,1.6419121337500868218484129101852886378765106201171875,0.19681453579616073,57835,4.744232177734375,2539,0,204,49420104978,4.9467432638E10,8,7,1,0.024740172439827353,0.0,0.4190296147731673,0.0,0.11334657031588478,0.0,2.708852169376826,0.0,3.891819186499587,0.323943661971831,0.05016498515023959,0.22448979591836735,4.285432237695076,0.8292682926829268,
1608532457136,279.0,279,0.5999999999999979,6.2910004,-2147483648,268,-2147483648,268,4319.0,100.0,523.0,1.7297764638012882443263151799328625202178955078125,0.39783950091790166,2904,4.680946350097656,1,121,122,2461919829,2.505034311E9,8,7,1,0.9563524356709658,0.0,1.5763615091624787,0.0,0.5502954430767693,0.0,5.09736867992783,0.0,1.346121071377956,0.9436619718309859,0.038188903119373126,0.9387755102040817,2.5437472042736453,0.9024390243902439,
1608532469232,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,268,-2147483648,268,4319.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1608532619430,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,268,-2147483648,268,4307.0,99.5,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
