system time,modelled battery use nWh,fuel gauge consumption nWh,adb consumption mAh,Execution Time seconds,Battery Temperature before run in tenth of C,Battery Temperature after run in tenth of C,CPU-therm before run,CPU-therm after run in,average voltage,average percentage,AUT Jiffy,average of all deviations,dev. in length,LOC executed,AUT VM,advance iterations,noWhile,calls,advance total time nano sec,test suite total time nano sec,total number of tests,total number of failed tests,total number of passed tests,averageDeviation_EXPECTED_POSITIONS_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_UNCLAMPED,dev. in length,averageDeviation_EXPECTED_POSITIONS_CLAMPED,dev. in length,averageDeviation_EXPECTED_VELOCITIES_CLAMPED,dev. in length,averageDeviation_testSettingVelocityTriggersIteration,dev. in length,averageDeviation_testSettingCurrentValueWithoutSettingAtRestTriggersIteration,dev. in length,averageDeviation_testSpringMotionWithNoFriction,dev. in length,
1606065127390,2.4248676E7,24248676,17.1,31.817999,-2147483648,26400,-2147483648,26400,4210.0,100.0,3115.0,0,0.0,86545,10.583847045898438,3803,0,272,30642859640,3.0657760393E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1606065130009,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,26400,-2147483648,26400,4210.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606065156783,1.8366386E7,18366386,7.199999999999999,24.16,-2147483648,26700,-2147483648,26700,4210.0,100.0,2357.0,0.11915251483854068237366874427607399411499500274658203125,0.16180808093959476,65069,11.2706298828125,2859,0,213,23016033297,2.3036265298E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,0.0018158128221859545,0.40816326530612246,0.5985276013488138,0.4146341463414634,
1606065191062,2.4133353E7,24133353,32.6,31.672,-2147483648,27000,-2147483648,27000,4210.0,100.0,3112.0,0,0.0,86545,10.556564331054688,3803,0,272,30578437968,3.0596048969E10,8,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1606065193620,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,27100,-2147483648,27100,4210.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606065213015,1.2862502E7,12862502,5.299999999999997,16.845,-2147483648,27100,-2147483648,27100,4210.0,100.0,1628.0,1.2312662293420559844747685929178260266780853271484375,0.26617645144135094,44402,11.191619873046875,1947,0,174,15749433653,1.5768876074E10,8,7,1,0.013091667848125052,0.0,0.21137925127237633,0.0,0.052198401521571985,0.0,1.2038438430199851,0.0,2.0515600410401285,0.5352112676056338,0.014944361381662937,0.6938775510204082,5.071846039310541,0.6341463414634146,
1606065215542,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,27100,-2147483648,27100,4210.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606065275430,1.7976931348623157E308,9223372036854775807,1.7976931348623157E308,-1.0,-2147483648,27500,-2147483648,27500,4210.0,100.0,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807,9223372036854775807
1606065302115,1.8593003E7,18593003,22.6,24.126001,-2147483648,27600,-2147483648,27600,4210.0,100.0,2356.0,0.11915251483854068237366874427607399411499500274658203125,0.16180808093959476,65069,11.307723999023438,2859,0,213,23026485465,2.3045499299E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,0.0018158128221859545,0.40816326530612246,0.5985276013488138,0.4146341463414634,
1606065328863,1.8789843E7,18789843,6.5,24.122,-2147483648,27700,-2147483648,27700,4210.0,100.0,2357.0,0.11915251483854068237366874427607399411499500274658203125,0.16180808093959476,65069,11.316116333007813,2859,0,213,23038406465,2.3059281633E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,0.0018158128221859545,0.40816326530612246,0.5985276013488138,0.4146341463414634,
1606065348257,1.2988954E7,12988954,4.700000000000003,16.828,-2147483648,27800,-2147483648,27800,4210.0,99.5,1627.0,1.2374576272685542388529711388400755822658538818359375,0.26617645144135094,44402,11.240371704101563,1947,0,174,15747538321,1.5767546488E10,8,7,1,0.013149260337508812,0.0,0.2123544068239319,0.0,0.05246626690205586,0.0,1.209718820865719,0.0,2.0602596199471717,0.5352112676056338,0.01501614471843035,0.6938775510204082,5.0992388712850625,0.6341463414634146,
1606065372353,1.6661603E7,16661603,5.799999999999997,21.473,-2147483648,28200,-2147483648,28200,4210.0,99.0,2085.0,0.0954079950054865510988832966177142225205898284912109375,0.22587691404775093,57425,11.281234741210938,2523,0,192,20369648116,2.03887842E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,8.776033247850321E-4,0.7346938775510204,0.43325417201483585,0.5365853658536586,
1606065399250,1.865244E7,18652440,6.599999999999994,24.226,-2147483648,28000,-2147483648,28000,4210.0,99.0,2360.0,0.11915251483854068237366874427607399411499500274658203125,0.16180808093959476,65069,11.320556640625,2859,0,213,23103123221,2.3122653307E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,0.0018158128221859545,0.40816326530612246,0.5985276013488138,0.4146341463414634,
1606065423849,1.7017691E7,17017691,6.0,21.947,-2147483648,28100,-2147483648,28100,4210.0,99.0,2140.0,0.64760698284681061931422618727083317935466766357421875,0.2030220146163191,58892,11.30120849609375,2587,0,200,20849533914,2.0868808162E10,8,7,1,0.007231448397474436,0.0,0.11271433892102486,0.0,0.027035450761884558,0.0,0.6722945525962912,0.0,1.1650924734878816,0.3380281690140845,0.013806271580313919,0.4489795918367347,2.535074344182804,0.6341463414634146,
1606065449563,1.6572448E7,16572448,5.900000000000006,22.318,-2147483648,28100,-2147483648,28100,4210.0,99.0,2085.0,0.0954079950054865510988832966177142225205898284912109375,0.22587691404775093,57425,11.3067626953125,2523,0,192,20373068283,2.0392414367E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,8.776033247850321E-4,0.7346938775510204,0.43325417201483585,0.5365853658536586,
1606065473577,1.655528E7,16555280,6.0,21.42,-2147483648,28200,-2147483648,28200,4210.0,99.0,2086.0,0.0954079950054865510988832966177142225205898284912109375,0.22587691404775093,57425,11.368988037109375,2523,0,192,20324858862,2.0343758947E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,8.776033247850321E-4,0.7346938775510204,0.43325417201483585,0.5365853658536586,
1606065497580,1.6468966E7,16468966,6.0,21.404,-2147483648,28100,-2147483648,28100,4210.0,99.0,2083.0,0.0954079950054865510988832966177142225205898284912109375,0.22587691404775093,57425,11.287200927734375,2523,0,192,20332406030,2.0351578362E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,8.776033247850321E-4,0.7346938775510204,0.43325417201483585,0.5365853658536586,
1606065516612,1.2823548E7,12823548,4.0,16.437,-2147483648,28200,-2147483648,28200,4210.0,99.0,1588.0,0.9681015875463299114045412352425046265125274658203125,0.2795448650088685,43305,11.26031494140625,1899,0,170,15337468614,1.5355744866E10,8,7,1,0.012443571486301768,0.0,0.20040122553781337,0.0,0.049207848723437204,0.0,1.1386720113368745,0.0,1.9535906052309664,0.5352112676056338,0.012825637859844365,0.7142857142857143,3.409570212649072,0.7073170731707317,
1606065540604,1.6678001E7,16678001,6.0,21.43,-2147483648,28300,-2147483648,28300,4210.0,99.0,2084.0,0.0954079950054865510988832966177142225205898284912109375,0.22587691404775093,57425,11.382659912109375,2523,0,192,20329698529,2.0348127529E10,8,7,1,9.491730698506354E-4,0.0,0.014200864623116222,0.0,0.003384068080728666,0.0,0.05904996527366391,0.0,0.15614011865142552,0.30985915492957744,8.776033247850321E-4,0.7346938775510204,0.43325417201483585,0.5365853658536586,
1606065558473,1.1950112E7,11950112,4.0,15.172,-2147483648,28200,-2147483648,28200,4210.0,99.0,1459.0,1.240542768011086760537864392972551286220550537109375,0.27911020127735053,39715,11.260604858398438,1739,0,170,14089229155,1.4107501325E10,8,7,1,0.019167542878888187,0.0,0.3226638425910396,0.0,0.08222878547588207,0.0,1.9636126972786883,0.0,2.974944077966176,0.5774647887323944,0.0336391506683287,0.5714285714285714,3.2875432792186046,0.8048780487804879,
1606065578757,1.3795612E7,13795612,5.0,17.684,-2147483648,28300,-2147483648,28300,4210.0,99.0,1715.0,1.2808540212219214904365571783273480832576751708984375,0.2658289207620036,46930,11.349685668945313,2059,0,177,16632437409,1.6651658494E10,8,7,1,0.023481328190687423,0.0,0.39651196912503545,0.0,0.10628560109706044,0.0,2.5312421767015705,0.0,3.6577698015251494,0.49295774647887325,0.04568059340091245,0.4897959183673469,2.205006678513035,0.8780487804878049,
1606065597777,1.2681883E7,12681883,5.0,16.418,-2147483648,28200,-2147483648,28200,4210.0,99.0,1584.0,0.9681015875463299114045412352425046265125274658203125,0.2795448650088685,43305,11.39825439453125,1899,0,170,15349499363,1.5367942533E10,8,7,1,0.012443571486301768,0.0,0.20040122553781337,0.0,0.049207848723437204,0.0,1.1386720113368745,0.0,1.9535906052309664,0.5352112676056338,0.012825637859844365,0.7142857142857143,3.409570212649072,0.7073170731707317,
1606065616839,1.2828108E7,12828108,5.0,16.418001,-2147483648,28300,-2147483648,28300,4210.0,98.5,1585.0,0.9681015875463299114045412352425046265125274658203125,0.2795448650088685,43305,11.398040771484375,1899,0,170,15341167614,1.5360708449E10,8,7,1,0.012443571486301768,0.0,0.20040122553781337,0.0,0.049207848723437204,0.0,1.1386720113368745,0.0,1.9535906052309664,0.5352112676056338,0.012825637859844365,0.7142857142857143,3.409570212649072,0.7073170731707317,
1606065635768,1.2724803E7,12724803,4.0,16.286,-2147483648,28200,-2147483648,28200,4210.0,98.0,1573.0,1.016909640478627085968810206395573914051055908203125,0.2801137336713161,42946,11.4078369140625,1883,0,170,15218828769,1.5237438685E10,8,7,1,0.013770790425230571,0.0,0.22286916055937614,0.0,0.05537876505638823,0.0,1.2739669945622194,0.0,2.154103124788025,0.5352112676056338,0.0157259988653481,0.6938775510204082,3.382552649093803,0.7317073170731707,
