Spring_DOUBLE_26_1,Spring_DOUBLE_24_1,Spring_DOUBLE_46_1,Spring_DOUBLE_377_1,Spring_DOUBLE_377_3,sigma 1,sigma 2,sigma 3,sigma 4,sigma 5,solutionNumber,parent,tournament Number,fuel use,MAE,test suite execution time,wasFitter,battery level,extra info,immigration time,joules
0.0009999999999999998,0.06399999999999999,0.005,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,-1,1,3268,0.0,77.826996,False,100,,-1.0,43.52976
0.0009999999999999998,0.06399999999999999,0.1452732272340936,1.0,2.0,1.0,1.0,1.618552060920056,1.0,1.0,6,moto g play.N.0,1,2798,1.800771208920103e-05,66.895996,True,100,,-1.0,37.26936
0.0009999999999999998,0.06399999999999999,0.1452732272340936,1.0,2.0,1.0,1.0,1.618552060920056,1.0,1.0,6,moto g play.N.0,2,2762,1.800771208920103e-05,66.639,False,99,,-1.0,36.78984
0.0009999999999999998,0.06399999999999999,1.00597027223811,1.0,2.0,1.0,1.0,1.201661834852569,1.0,1.0,10,moto g play.N.6,2,2516,7.864228098263862e-06,59.271999,True,99,,-1.0,33.51312
0.0009999999999999998,0.06399999999999999,1.00597027223811,1.0,2.0,1.0,1.0,1.201661834852569,1.0,1.0,10,moto g play.N.6,3,2464,7.864228098263862e-06,59.021999,True,99,,-1.0,32.82048
0.0009999999999999998,0.06399999999999999,1.00597027223811,1.0,1.556251715941312,1.0,1.0,1.201661834852569,1.0,1.117692485453606,12,moto g play.N.10,3,3045,0.9083155097613302,72.222,False,99,,-1.0,40.5594
0.0009999999999999998,0.06399999999999999,1.00597027223811,1.0,2.0,1.0,1.0,1.201661834852569,1.0,1.0,10,moto g play.N.6,4,2512,7.864228098263862e-06,59.127998,True,98,,-1.0,33.45984000000001
0.0009999999999999998,0.06399999999999999,0.2361039716141848,1.0,2.0,1.0,1.0,0.9986755339177965,1.0,1.0,19,moto g play.N.10,4,2739,1.274965980916279e-05,64.897003,False,98,,-1.0,36.48348
0.0009999999999999998,0.06399999999999999,1.00597027223811,1.0,2.0,1.0,1.0,1.201661834852569,1.0,1.0,10,moto g play.N.6,5,2525,7.864228098263862e-06,59.290001,False,98,,-1.0,33.633
0.0009999999999999998,0.06399999999999999,1.219088956738617,1.0,3.145413923840781,1.0,1.0,1.272993255474921,1.0,1.08272607232675,20,moto g play.N.10,5,2096,0.9221486189914564,49.496998,True,98,,-1.0,27.91872
0.0009999999999999998,0.06399999999999999,1.219088956738617,1.0,3.145413923840781,1.0,1.0,1.272993255474921,1.0,1.08272607232675,20,moto g play.N.10,6,2138,0.9221486189914564,49.635998,False,98,,-1.0,28.47816
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.145413923840781,1.0,0.9206245270778801,1.272993255474921,1.0,1.08272607232675,21,moto g play.N.20,6,2106,0.9221486189914564,50.171001,True,98,,-1.0,28.05192
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.145413923840781,1.0,0.9206245270778801,1.272993255474921,1.0,1.08272607232675,21,moto g play.N.20,7,2067,0.9221486189914564,49.896999,True,98,,-1.0,27.53244
0.0009999999999999998,2.233032351825185,3.130640764229098,1.0,3.145413923840781,1.0,1.250610203063248,1.165823317660126,1.0,1.08272607232675,24,moto g play.N.21,7,2081,0.8238015272314583,49.011002,False,98,,-1.0,27.71892
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.145413923840781,1.0,0.9206245270778801,1.272993255474921,1.0,1.08272607232675,21,moto g play.N.20,8,2102,0.9221486189914564,49.521,False,97,,-1.0,27.99864
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,8,2075,0.9718106311159426,49.137997,True,98,,-1.0,27.639
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,9,2101,0.9718106311159426,49.567001,True,97,,-1.0,27.98532
0.0009999999999999998,3.01839467782117,1.219088956738617,1.0,3.23097091552632,1.0,1.612263484008202,1.272993255474921,1.0,0.6475047847242702,26,moto g play.N.25,9,2129,0.9718106311159426,49.256001,False,97,,-1.0,28.35828
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,10,2109,0.9718106311159426,49.28700300000001,True,97,,-1.0,28.09188
0.0009999999999999998,1.398679929856808,2.116314899128677,1.0,3.23097091552632,1.0,0.8040337222416925,1.352230104009726,1.0,0.6475047847242702,27,moto g play.N.25,10,2122,0.9197629520871056,48.993,False,97,,-1.0,28.26504
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,11,2107,0.9718106311159426,49.387001,True,97,,-1.0,28.06524000000001
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,2.740148037130941,1.0,0.9206245270778801,1.272993255474921,1.0,0.4046919518940271,29,moto g play.N.25,11,2330,0.7314192941259609,55.015999,False,97,,-1.0,31.0356
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,12,2096,0.9718106311159426,49.391998,True,96,,-1.0,27.91872
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,1.524227912195955,1.0,0.9206245270778801,1.272993255474921,1.0,0.9267790889268109,38,moto g play.N.25,12,3115,0.9822246699257322,72.405998,False,96,,-1.0,41.4918
0.0009999999999999998,0.756535596769508,1.219088956738617,1.0,3.23097091552632,1.0,0.9206245270778801,1.272993255474921,1.0,0.6475047847242702,25,moto g play.N.21,13,2094,0.9718106311159426,49.116001,False,96,,-1.0,27.89208
0.0009999999999999998,0.756535596769508,2.209460530234661,1.0,3.23097091552632,1.0,0.9206245270778801,0.968520019160965,1.0,0.6475047847242702,40,moto g play.N.25,13,2091,0.9197629520871056,49.313,True,96,,-1.0,27.85212
0.0009999999999999998,0.756535596769508,2.209460530234661,1.0,3.23097091552632,1.0,0.9206245270778801,0.968520019160965,1.0,0.6475047847242702,40,moto g play.N.25,14,2090,0.9197629520871056,48.966,False,96,,-1.0,27.8388
0.0009999999999999998,0.756535596769508,2.174912328751491,1.0,3.23097091552632,1.0,0.9206245270778801,1.347425306043247,1.0,0.6475047847242702,41,moto g play.N.40,14,2083,0.9197629520871056,49.157001,True,96,,-1.0,27.74556
0.0009999999999999998,0.756535596769508,2.174912328751491,1.0,3.23097091552632,1.0,0.9206245270778801,1.347425306043247,1.0,0.6475047847242702,41,moto g play.N.40,15,2089,0.9197629520871056,49.403,True,95,,-1.0,27.82548
0.0009999999999999998,0.756535596769508,2.174912328751491,1.0,3.061875507307672,1.0,0.9206245270778801,1.347425306043247,1.0,0.5885899356932986,43,moto g play.N.41,15,2130,0.8252704607481822,49.295002,False,95,,-1.0,28.3716
0.0009999999999999998,0.756535596769508,2.174912328751491,1.0,3.23097091552632,1.0,0.9206245270778801,1.347425306043247,1.0,0.6475047847242702,41,moto g play.N.40,16,2091,0.9197629520871056,48.910999,False,95,,-1.0,27.85212
0.0009999999999999998,0.756535596769508,2.174912328751491,0.9718554144202587,3.23097091552632,1.0,0.9206245270778801,1.347425306043247,1.194628960358634,0.6475047847242702,44,moto g play.N.41,16,2090,0.8538707868562908,49.938999,True,95,,-1.0,27.8388
