Spring_DOUBLE_26_1,Spring_DOUBLE_24_1,Spring_DOUBLE_46_1,Spring_DOUBLE_377_1,Spring_DOUBLE_377_3,sigma 1,sigma 2,sigma 3,sigma 4,sigma 5,solutionNumber,parent,tournament Number,fuel use,MAE,test suite execution time,wasFitter,battery level,extra info,joules
0.0009999999999999998,0.06399999999999999,0.005,1.0,2.0,1,1.0,1.0,1.0,1.0,0,-1,1,2901,0.0,43.841999,True,100,,38.64132
0.0009999999999999998,0.2577159218390147,0.005,1.0,2.0,1,0.8349687983721678,1.0,1.0,1.0,7,nexus 6.N.0,1,2938,0.0,44.657001,False,100,,39.13416
0.0009999999999999998,0.06399999999999999,0.005,1.0,2.0,1,1.0,1.0,1.0,1.0,0,-1,2,2961,0.0,44.006001,False,100,,39.44052
0.0009999999999999998,0.06399999999999999,1.81555019932705,1.0,2.0,1,1.0,1.023051596474396,1.0,1.0,11,nexus 6.N.0,2,2271,7.864228098263862e-06,34.084999,True,100,,30.24972
0.0009999999999999998,0.06399999999999999,1.81555019932705,1.0,2.0,1,1.0,1.023051596474396,1.0,1.0,11,nexus 6.N.0,3,2230,7.864228098263862e-06,33.625999,True,99,,29.7036
0.0009999999999999998,0.3890348184321953,1.81555019932705,1.0,2.0,1,0.5871919402583329,1.023051596474396,1.0,1.0,12,nexus 6.N.11,3,2279,7.864228098263862e-06,33.677002,False,99,,30.35628
0.0009999999999999998,0.06399999999999999,1.81555019932705,1.0,2.0,1,1.0,1.023051596474396,1.0,1.0,11,nexus 6.N.0,4,2274,7.864228098263862e-06,33.957001,False,99,,30.28968
0.0009999999999999998,0.3718029299792624,1.81555019932705,1.0,2.0,1,1.132569697048533,1.023051596474396,1.0,1.0,14,nexus 6.N.11,4,2261,7.864228098263862e-06,33.653999,True,99,,30.11652
0.0009999999999999998,0.3718029299792624,1.81555019932705,1.0,2.0,1,1.132569697048533,1.023051596474396,1.0,1.0,14,nexus 6.N.11,5,2315,7.864228098263862e-06,34.075001,True,99,,30.8358
0.0009999999999999998,0.3718029299792624,1.81555019932705,1.483374565980814,0.9292665202108272,1,1.132569697048533,1.023051596474396,1.275109328356663,1.182631985403549,20,nexus 6.N.14,5,2324,0.2017054749998619,34.013,False,99,,30.95568
0.0009999999999999998,0.3718029299792624,1.81555019932705,1.0,2.0,1,1.132569697048533,1.023051596474396,1.0,1.0,14,nexus 6.N.11,6,2280,7.864228098263862e-06,33.905998,False,99,,30.3696
0.0009999999999999998,0.3718029299792624,2.608382766708935,1.0,2.0,1,1.132569697048533,1.034080554362202,1.0,1.0,22,nexus 6.N.14,6,2118,8.569220691598558e-06,30.884001,True,99,,28.21176
0.0009999999999999998,0.3718029299792624,2.608382766708935,1.0,2.0,1,1.132569697048533,1.034080554362202,1.0,1.0,22,nexus 6.N.14,7,2073,8.569220691598558e-06,30.825001,True,98,,27.61236
0.0009999999999999998,0.3718029299792624,2.608382766708935,1.609310691423966,0.8615497574734007,1,1.132569697048533,1.034080554362202,0.8427693280566864,0.8763518400446322,26,nexus 6.N.22,7,2287,0.005362336966134402,31.136002,False,98,,30.46284
0.0009999999999999998,0.3718029299792624,2.608382766708935,1.0,2.0,1,1.132569697048533,1.034080554362202,1.0,1.0,22,nexus 6.N.14,8,2067,8.569220691598558e-06,30.780001,True,98,,27.53244
0.0009999999999999998,0.3718029299792624,0.1543041726989486,1.0,2.0,1,1.132569697048533,1.363504400096025,1.0,1.0,27,nexus 6.N.22,8,2546,1.800771208920103e-05,37.472,False,98,,33.91272
0.0009999999999999998,0.3718029299792624,2.608382766708935,1.0,2.0,1,1.132569697048533,1.034080554362202,1.0,1.0,22,nexus 6.N.14,9,2062,8.569220691598558e-06,30.73,True,98,,27.46584
0.0009999999999999998,0.01508044652122924,2.608382766708935,1.0,2.0,1,0.7822824215478661,1.034080554362202,1.0,1.0,28,nexus 6.N.22,9,2159,0.2829782768448233,31.879999,False,98,,28.75788
