Spring_DOUBLE_26_1,Spring_DOUBLE_24_1,Spring_DOUBLE_46_1,Spring_DOUBLE_377_1,Spring_DOUBLE_377_3,sigma 1,sigma 2,sigma 3,sigma 4,sigma 5,solutionNumber,parent,tournament Number,fuel use,MAE,test suite execution time,wasFitter,battery level,extra info,joules
0.0009999999999999998,0.06399999999999999,0.005,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,-1,1,3292,0.0,78.324005,False,100,,43.84943999999999
0.0009999999999999998,0.06399999999999999,0.2880787529021502,1.0,2.0,1.0,1.0,0.7020511860999052,1.0,1.0,1,moto g play.N.0,1,2748,1.274965980916279e-05,65.396996,True,100,,36.60336
0.0009999999999999998,0.06399999999999999,0.2880787529021502,1.0,2.0,1.0,1.0,0.7020511860999052,1.0,1.0,1,moto g play.N.0,2,2716,1.274965980916279e-05,65.402,True,100,,36.17712
0.0009999999999999998,1.543584013221141,0.2880787529021502,1.0,2.0,1.0,0.9665927259188603,0.7020511860999052,1.0,1.0,2,moto g play.N.1,2,2746,1.274965980916279e-05,64.288002,False,100,,36.57672
0.0009999999999999998,0.06399999999999999,0.2880787529021502,1.0,2.0,1.0,1.0,0.7020511860999052,1.0,1.0,1,moto g play.N.0,3,2726,1.274965980916279e-05,65.023003,False,99,,36.31032
0.0009999999999999998,0.06399999999999999,0.2880787529021502,1.0,2.665034814431162,1.0,1.0,0.7020511860999052,1.0,0.7322759507405384,7,moto g play.N.1,3,2395,0.8032969314435345,57.496002,True,99,,31.90140000000001
0.0009999999999999998,0.06399999999999999,0.2880787529021502,1.0,2.665034814431162,1.0,1.0,0.7020511860999052,1.0,0.7322759507405384,7,moto g play.N.1,4,2412,0.8032969314435345,56.746002,False,99,,32.12784000000001
0.0009999999999999998,1.479556659512909,0.2880787529021502,1.0,2.665034814431162,1.0,1.288184792435514,0.7020511860999052,1.0,0.7322759507405384,9,moto g play.N.7,4,2390,0.8032969314435345,56.273998,True,99,,31.8348
0.0009999999999999998,1.479556659512909,0.2880787529021502,1.0,2.665034814431162,1.0,1.288184792435514,0.7020511860999052,1.0,0.7322759507405384,9,moto g play.N.7,5,2383,0.8032969314435345,56.638,True,99,,31.74156
0.0009999999999999998,1.479556659512909,0.2880787529021502,1.0,2.213013845169516,1.0,1.288184792435514,0.7020511860999052,1.0,0.5174167632121651,10,moto g play.N.9,5,2510,0.3294451327531709,59.293999,False,99,,33.4332
0.0009999999999999998,1.479556659512909,0.2880787529021502,1.0,2.665034814431162,1.0,1.288184792435514,0.7020511860999052,1.0,0.7322759507405384,9,moto g play.N.7,6,2419,0.8032969314435345,57.223,False,99,,32.22108000000001
0.0009999999999999998,1.479556659512909,0.3954492518718883,1.0,2.665034814431162,1.0,1.288184792435514,0.5479149861193091,1.0,0.7322759507405384,13,moto g play.N.9,6,2415,0.8032969314435345,57.168999,True,99,,32.1678
0.0009999999999999998,1.479556659512909,0.3954492518718883,1.0,2.665034814431162,1.0,1.288184792435514,0.5479149861193091,1.0,0.7322759507405384,13,moto g play.N.9,7,2407,0.8032969314435345,57.098,False,98,,32.06124000000001
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,7,2326,0.819447185271254,55.821999,True,98,,30.98232
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,8,2322,0.819447185271254,55.39200200000001,True,98,,30.92904
0.0009999999999999998,1.732535087426319,0.7132752569195777,1.0,2.804498176530305,1.0,1.528631647623267,0.4854836728493743,1.0,0.6476446890636584,21,moto g play.N.18,8,2348,0.819447185271254,55.736,False,98,,31.27536
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,9,2345,0.819447185271254,55.207001,True,97,,31.23540000000001
0.0009999999999999998,1.544024216804887,0.7132752569195777,1.0,2.804498176530305,1.0,1.517643881617018,0.4854836728493743,1.0,0.6476446890636584,25,moto g play.N.18,9,2374,0.819447185271254,55.404999,False,97,,31.62168
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,10,2357,0.819447185271254,55.202,True,97,,31.39524000000001
0.0009999999999999998,1.479556659512909,0.7132752569195777,0.9833177625040194,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,0.7861589096806684,0.6476446890636584,26,moto g play.N.18,10,2383,0.8039396245669649,56.164001,False,97,,31.74156
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,11,2376,0.819447185271254,55.896999,True,97,,31.64832
0.0009999999999999998,2.325161619293404,0.7132752569195777,1.0,2.804498176530305,1.0,1.811704226858615,0.4854836728493743,1.0,0.6476446890636584,27,moto g play.N.18,11,2377,0.819447185271254,55.492001,False,97,,31.66164
0.0009999999999999998,1.479556659512909,0.7132752569195777,1.0,2.804498176530305,1.0,1.288184792435514,0.4854836728493743,1.0,0.6476446890636584,18,moto g play.N.13,12,2385,0.819447185271254,55.221001,True,97,,31.7682
