Spring_DOUBLE_26_1,Spring_DOUBLE_24_1,Spring_DOUBLE_46_1,Spring_DOUBLE_377_1,Spring_DOUBLE_377_3,sigma 1,sigma 2,sigma 3,sigma 4,sigma 5,solutionNumber,parent,tournament Number,fuel use,MAE,test suite execution time,wasFitter,battery level,extra info,immigration time,joules
0.0009999999999999998,0.06399999999999999,0.005,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,-1,1,2.385316E7,0.0,31.737,False,99,,-1.0,85.87137600000001
0.0009999999999999998,0.06399999999999999,1.734211134042489,1.0,2.0,1.0,1.0,1.145312735534042,1.0,1.0,13,nexus 9.M.0,1,1.7835895E7,7.864228098263862e-06,23.915001,True,100,,-1.0,64.209222
0.0009999999999999998,0.06399999999999999,1.734211134042489,1.0,2.0,1.0,1.0,1.145312735534042,1.0,1.0,13,nexus 9.M.0,2,1.7729571E7,7.864228098263862e-06,23.91,True,99,,-1.0,63.8264556
0.0009999999999999998,1.113836306712215,1.734211134042489,1.0,2.0,1.0,0.8974846341355263,1.145312735534042,1.0,1.0,14,nexus 9.M.13,2,1.778291E7,7.864228098263862e-06,23.873999,False,99,,-1.0,64.01847599999999
0.0009999999999999998,0.06399999999999999,1.734211134042489,1.0,2.0,1.0,1.0,1.145312735534042,1.0,1.0,13,nexus 9.M.0,3,1.7912795E7,7.864228098263862e-06,23.865,False,99,,-1.0,64.48606199999999
0.0009999999999999998,0.06399999999999999,1.757452041627803,1.0,2.0,1.0,1.0,1.287568650904838,1.0,1.0,17,nexus 9.M.13,3,1.7782555E7,7.864228098263862e-06,23.868,True,99,,-1.0,64.017198
0.0009999999999999998,0.06399999999999999,1.757452041627803,1.0,2.0,1.0,1.0,1.287568650904838,1.0,1.0,17,nexus 9.M.13,4,1.8078792E7,7.864228098263862e-06,23.881001,False,99,,-1.0,65.0836512
0.0009999999999999998,0.06399999999999999,2.960514542705388,1.0,2.0,1.0,1.0,1.237263841934617,1.0,1.0,18,nexus 9.M.17,4,1.6272778E7,8.569220691598558e-06,21.711,True,99,,-1.0,58.5820008
0.0009999999999999998,0.06399999999999999,2.960514542705388,1.0,2.0,1.0,1.0,1.237263841934617,1.0,1.0,18,nexus 9.M.17,5,1.6325347E7,8.569220691598558e-06,21.695999,True,99,,-1.0,58.7712492
0.0009999999999999998,0.7594585942224941,2.960514542705388,1.0,2.0,1.0,1.110460544502659,1.237263841934617,1.0,1.0,23,nexus 9.M.18,5,1.6426165E7,8.569220691598558e-06,21.705,False,99,,-1.0,59.134194
0.0009999999999999998,0.06399999999999999,2.960514542705388,1.0,2.0,1.0,1.0,1.237263841934617,1.0,1.0,18,nexus 9.M.17,6,1.6314276E7,8.569220691598558e-06,21.703999,True,98,,-1.0,58.7313936
0.0009999999999999998,0.06399999999999999,2.960514542705388,0.8849795830430716,2.0,1.0,1.0,1.237263841934617,1.530855249618941,1.0,26,nexus 9.M.18,6,1.8444174E7,0.5368744219723313,24.366001,False,98,,-1.0,66.3990264
0.0009999999999999998,0.06399999999999999,2.960514542705388,1.0,2.0,1.0,1.0,1.237263841934617,1.0,1.0,18,nexus 9.M.17,7,1.6456594E7,8.569220691598558e-06,21.664,False,98,,-1.0,59.24373840000001
